256
inf,inf,inf,44,inf,39,82,77,35,inf,0,19,inf,82,23,23,86,72,inf,inf,48,inf,13,inf,43,69,48,inf,35,38,inf,78,89,inf,inf,inf,inf,46,inf,8,12,inf,inf,19,inf,67,inf,inf,inf,28,inf,84,29,40,98,inf,100,6,41,100,inf,inf,inf,inf,inf,inf,91,19,inf,inf,inf,68,30,51,99,55,inf,inf,27,inf,34,inf,45,inf,inf,64,2,inf,inf,inf,41,9,80,inf,inf,inf,94,inf,inf,inf,inf,56,23,23,inf,91,90,54,25,inf,1,inf,42,inf,inf,inf,inf,inf,42,16,inf,inf,inf,59,49,9,75,inf,inf,inf,inf,inf,inf,15,inf,inf,51,inf,4,inf,inf,64,25,87,62,inf,inf,43,inf,100,inf,inf,inf,inf,100,inf,inf,25,inf,68,27,98,inf,83,91,inf,19,59,8,42,19,62,14,inf,37,67,82,inf,inf,93,inf,inf,72,inf,23,inf,73,1,inf,82,64,55,41,2,inf,inf,inf,6,9,inf,34,24,55,41,inf,38,90,inf,inf,inf,6,inf,inf,16,inf,inf,inf,inf,inf,48,72,inf,3,inf,43,inf,61,95,31,inf,inf,83,inf,2,inf,23,76,inf,inf,60,inf,52,inf,43,inf,97,inf,inf,24,inf,73,53,inf,87,inf,53
inf,17,inf,93,inf,19,30,30,46,inf,24,0,42,inf,25,7,28,13,87,45,37,2,inf,6,inf,inf,51,inf,inf,5,89,inf,inf,inf,inf,28,98,73,inf,inf,inf,inf,49,25,inf,inf,83,23,72,62,100,inf,inf,60,84,inf,92,31,inf,inf,18,10,inf,inf,89,inf,61,inf,7,inf,inf,97,8,99,29,inf,48,inf,79,inf,68,78,inf,inf,inf,inf,9,6,36,inf,61,45,21,96,inf,39,inf,inf,22,inf,inf,inf,72,28,inf,inf,inf,60,inf,inf,inf,44,inf,71,inf,inf,15,inf,83,inf,35,inf,inf,55,inf,inf,inf,inf,inf,32,25,87,63,22,58,inf,inf,inf,78,9,inf,6,8,4,inf,inf,inf,60,20,inf,74,86,inf,inf,inf,33,7,89,52,inf,16,inf,inf,inf,inf,78,50,inf,96,66,inf,1,25,69,67,inf,37,inf,50,73,60,50,83,92,71,inf,5,80,inf,22,26,69,inf,inf,34,inf,inf,92,inf,inf,inf,73,inf,87,83,62,inf,4,inf,inf,40,73,13,28,84,95,inf,42,inf,inf,73,100,78,21,inf,1,3,inf,57,inf,inf,inf,inf,18,inf,inf,32,86,inf,29,inf,inf,62,inf,inf,inf,inf,100,inf,69,inf,74,inf,inf,inf,inf
inf,95,90,67,inf,inf,56,36,39,inf,inf,66,0,34,inf,39,81,inf,inf,36,47,87,89,32,39,inf,47,85,inf,inf,73,inf,inf,30,inf,inf,inf,71,59,inf,inf,59,inf,97,inf,inf,55,inf,inf,44,69,83,inf,inf,inf,3,inf,inf,77,56,44,inf,29,46,87,35,inf,inf,51,67,34,inf,12,5,inf,inf,100,inf,57,31,inf,inf,9,38,32,inf,87,17,82,inf,35,inf,inf,inf,inf,inf,98,inf,10,86,inf,inf,78,48,58,9,42,inf,inf,inf,63,inf,22,inf,inf,inf,97,6,39,83,inf,84,61,inf,85,26,51,inf,15,90,inf,inf,31,inf,45,65,57,inf,47,inf,27,inf,32,inf,91,inf,inf,inf,89,5,77,46,inf,86,inf,inf,95,inf,27,12,79,inf,77,inf,inf,inf,inf,inf,94,inf,25,inf,inf,92,inf,48,inf,inf,50,74,91,76,inf,48,inf,87,2,inf,inf,inf,50,inf,21,36,inf,61,7,30,9,inf,67,44,8,83,inf,19,inf,82,63,inf,53,inf,11,41,89,77,43,57,inf,81,39,23,85,3,87,inf,inf,inf,inf,83,inf,inf,11,inf,inf,inf,inf,27,84,inf,inf,55,inf,inf,45,38,inf,95,75,7,46,29,inf,inf,99,1
inf,48,inf,3,inf,17,32,inf,70,69,2,14,inf,0,37,100,inf,31,74,63,inf,inf,47,inf,19,53,50,inf,inf,inf,inf,inf,inf,54,inf,inf,25,19,21,35,inf,10,66,61,93,40,inf,inf,inf,inf,inf,28,inf,25,44,19,100,inf,44,91,39,84,inf,64,inf,99,inf,inf,inf,inf,48,inf,inf,inf,inf,82,83,96,40,13,66,37,inf,inf,8,inf,inf,inf,25,inf,inf,inf,2,93,19,72,47,4,inf,inf,45,12,94,inf,inf,77,23,6,inf,89,86,48,inf,100,inf,19,8,inf,inf,inf,inf,inf,65,41,52,inf,inf,inf,inf,95,11,81,inf,inf,64,14,40,inf,52,69,inf,inf,7,inf,inf,inf,26,inf,12,inf,72,16,inf,inf,inf,5,inf,37,77,68,inf,69,inf,inf,inf,35,inf,50,12,75,14,98,inf,inf,67,inf,91,inf,inf,inf,65,42,71,6,inf,inf,34,inf,inf,inf,68,85,inf,80,inf,inf,inf,5,25,inf,76,97,71,inf,inf,inf,23,inf,71,4,inf,35,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4,5,inf,37,61,inf,46,inf,43,inf,inf,inf,93,inf,inf,2,53,40,43,inf,30,2,inf,inf,inf,inf,inf,inf,76,inf,40,83,inf,inf
inf,inf,22,55,inf,inf,34,90,55,51,34,52,14,89,0,inf,inf,inf,67,inf,9,inf,49,88,57,75,31,79,28,inf,32,inf,13,90,23,70,inf,inf,66,41,31,87,7,inf,34,34,inf,73,inf,19,7,98,17,54,3,49,97,inf,inf,23,4,83,49,inf,inf,inf,94,88,34,37,63,inf,33,inf,inf,73,inf,inf,inf,56,inf,1,48,inf,inf,inf,92,46,inf,42,93,inf,4,48,53,inf,inf,8,20,79,36,inf,35,34,inf,86,inf,inf,86,67,15,49,inf,inf,inf,50,80,inf,inf,72,33,inf,39,65,inf,inf,93,95,98,inf,23,inf,inf,inf,inf,inf,inf,31,27,99,inf,inf,inf,94,41,17,inf,inf,inf,77,5,inf,inf,inf,inf,96,inf,inf,38,inf,25,inf,40,inf,inf,inf,inf,12,25,inf,30,inf,inf,30,inf,inf,inf,70,inf,inf,79,13,inf,inf,50,60,inf,inf,inf,inf,78,68,88,33,63,2,inf,96,86,inf,inf,99,inf,65,96,inf,75,73,98,73,inf,inf,inf,inf,inf,77,92,inf,inf,inf,inf,94,73,43,44,inf,inf,inf,inf,inf,26,29,inf,inf,74,inf,inf,42,inf,inf,inf,39,inf,inf,7,16,inf,36,17,inf,inf,inf,inf,inf,inf,inf
45,17,40,100,75,20,27,91,inf,34,inf,inf,39,39,inf,0,inf,inf,inf,42,17,74,inf,27,inf,25,43,inf,11,inf,inf,23,12,inf,inf,inf,inf,inf,inf,inf,10,77,inf,1,inf,99,86,inf,inf,59,inf,inf,inf,inf,10,41,inf,inf,inf,27,inf,inf,inf,inf,2,42,inf,inf,91,inf,55,inf,56,inf,8,inf,inf,20,inf,inf,23,49,inf,inf,69,inf,77,inf,66,53,inf,inf,inf,27,6,54,54,inf,inf,inf,80,inf,inf,58,inf,inf,17,9,41,95,inf,37,inf,inf,inf,inf,inf,26,inf,81,12,inf,32,92,inf,51,38,63,21,inf,inf,inf,60,1,100,65,53,16,88,53,82,19,inf,inf,inf,inf,12,15,27,inf,inf,87,inf,inf,inf,inf,37,inf,57,inf,inf,inf,inf,81,37,31,80,98,69,inf,78,70,24,39,inf,inf,59,64,inf,9,inf,inf,74,45,64,inf,57,87,60,2,inf,70,inf,inf,inf,36,59,inf,inf,48,25,40,68,90,inf,70,40,inf,95,18,95,84,54,47,inf,73,inf,63,63,67,78,31,inf,31,inf,inf,13,inf,inf,51,inf,inf,12,7,42,18,74,inf,inf,50,61,inf,inf,inf,30,9,86,78,89,inf,76,51,inf,inf,inf,inf
81,inf,inf,92,inf,inf,71,inf,inf,17,inf,inf,inf,99,98,inf,0,inf,38,inf,13,7,inf,inf,49,39,11,inf,34,inf,inf,inf,inf,inf,14,59,inf,57,inf,inf,78,inf,inf,54,inf,inf,inf,66,inf,26,83,56,32,79,inf,71,87,2,68,inf,47,inf,4,39,inf,inf,30,89,inf,64,inf,inf,inf,82,4,inf,inf,86,90,28,inf,49,inf,inf,inf,31,64,41,92,inf,inf,inf,inf,inf,34,43,8,65,inf,inf,inf,inf,11,inf,52,80,63,inf,inf,inf,inf,67,86,47,89,33,inf,inf,34,inf,20,inf,42,inf,81,76,inf,94,42,inf,inf,99,68,inf,15,inf,inf,inf,35,32,51,36,51,52,inf,inf,95,inf,inf,inf,29,11,67,55,inf,64,inf,42,inf,85,76,inf,inf,inf,87,inf,inf,35,27,48,inf,inf,inf,57,inf,inf,inf,85,inf,inf,71,46,90,11,36,inf,inf,8,inf,96,96,inf,inf,31,inf,30,inf,47,99,inf,49,9,inf,inf,57,inf,34,88,inf,83,inf,inf,38,inf,90,13,53,inf,inf,inf,inf,97,inf,41,inf,inf,5,inf,97,inf,10,91,inf,88,inf,inf,inf,54,inf,inf,84,inf,1,95,inf,28,22,inf,7,95,71,63,42,inf,inf,24
inf,78,inf,92,27,57,78,inf,inf,inf,inf,inf,inf,13,35,inf,inf,0,87,93,inf,25,inf,inf,98,inf,inf,6,52,30,79,inf,inf,29,inf,87,87,inf,inf,63,inf,85,inf,inf,38,inf,12,inf,8,inf,88,inf,inf,inf,31,77,29,50,inf,86,inf,inf,inf,inf,40,46,inf,63,48,inf,51,92,inf,inf,inf,inf,inf,32,48,inf,1,inf,83,inf,32,inf,66,inf,inf,10,60,23,inf,85,21,inf,100,inf,57,inf,26,inf,inf,inf,56,35,inf,85,33,97,49,inf,inf,inf,56,inf,inf,inf,21,inf,36,inf,80,49,24,94,78,46,inf,26,inf,inf,40,inf,inf,36,57,60,33,87,19,10,inf,64,inf,52,98,inf,80,inf,32,inf,inf,31,inf,inf,27,55,45,63,54,inf,46,92,66,23,inf,46,inf,69,32,inf,25,100,11,76,78,inf,8,100,inf,inf,inf,inf,86,16,inf,inf,12,74,inf,36,inf,85,8,inf,55,inf,9,inf,84,70,inf,inf,inf,75,9,9,67,86,inf,inf,94,87,inf,inf,inf,1,inf,40,83,inf,inf,47,inf,24,39,inf,inf,96,14,inf,23,21,inf,inf,inf,inf,inf,19,inf,20,inf,inf,inf,inf,18,inf,inf,26,inf,inf,inf,84,inf,89
63,66,inf,29,57,inf,96,inf,inf,inf,87,inf,inf,43,48,inf,inf,64,0,91,5,17,10,30,inf,31,71,inf,inf,61,90,inf,inf,inf,13,inf,58,inf,5,inf,inf,58,17,25,49,inf,11,inf,inf,30,5,inf,inf,inf,48,inf,41,inf,90,inf,inf,inf,86,70,inf,inf,92,inf,inf,inf,78,84,22,89,58,inf,30,80,24,inf,inf,25,inf,94,52,inf,27,inf,inf,inf,61,inf,inf,inf,67,inf,62,92,inf,inf,89,31,inf,28,63,41,inf,57,inf,80,inf,inf,inf,inf,35,inf,inf,89,inf,4,7,inf,25,37,41,inf,inf,inf,inf,inf,89,inf,18,inf,75,55,86,inf,inf,inf,81,inf,inf,inf,inf,inf,inf,inf,inf,inf,24,47,75,7,30,86,54,inf,inf,83,70,34,98,79,13,inf,53,inf,77,7,74,inf,61,inf,49,inf,67,inf,14,78,65,83,inf,inf,88,inf,inf,3,inf,inf,83,89,84,13,94,inf,64,inf,inf,inf,51,inf,inf,56,81,inf,inf,inf,inf,42,83,68,49,inf,inf,82,inf,inf,51,22,37,11,33,2,46,87,inf,89,inf,inf,30,inf,inf,inf,17,73,inf,49,inf,16,inf,100,67,1,inf,inf,42,inf,inf,inf,25,inf,inf,18,inf,inf
83,92,inf,8,inf,inf,83,33,49,inf,65,25,inf,inf,6,42,inf,inf,16,0,inf,inf,25,inf,76,43,inf,inf,inf,74,inf,47,88,inf,1,73,55,inf,71,55,62,inf,47,12,inf,37,22,inf,inf,inf,75,inf,inf,inf,inf,inf,8,inf,23,62,inf,inf,54,96,50,96,65,68,inf,63,inf,inf,inf,53,87,inf,inf,inf,inf,42,inf,98,84,89,86,19,1,inf,inf,41,inf,48,inf,69,inf,15,36,45,inf,inf,inf,83,25,77,inf,48,inf,60,54,96,inf,32,81,inf,inf,85,inf,inf,inf,inf,inf,44,inf,84,11,inf,41,inf,inf,inf,9,40,inf,15,46,inf,inf,inf,inf,35,85,inf,99,28,13,inf,inf,27,inf,21,inf,43,57,inf,15,inf,inf,inf,79,inf,61,61,6,inf,inf,35,74,41,inf,74,99,35,68,20,inf,inf,inf,93,inf,inf,72,inf,11,inf,84,14,69,inf,inf,inf,67,68,59,62,61,inf,inf,inf,54,87,inf,inf,24,62,55,2,86,inf,10,20,77,inf,inf,inf,32,32,26,64,96,inf,inf,inf,inf,95,45,76,67,63,inf,inf,51,6,97,inf,58,inf,inf,inf,inf,7,inf,inf,inf,64,inf,65,inf,58,72,inf,1,inf,inf,76,68,inf
72,inf,53,2,inf,inf,54,inf,inf,22,24,inf,52,inf,inf,inf,inf,36,87,12,0,inf,inf,inf,90,41,19,78,inf,inf,inf,1,35,inf,11,inf,inf,inf,26,inf,82,inf,99,66,85,inf,91,inf,11,inf,100,21,inf,38,inf,78,inf,inf,inf,63,5,inf,inf,49,26,15,65,inf,51,inf,inf,inf,inf,23,6,88,40,inf,55,inf,3,15,inf,54,32,inf,66,35,inf,70,96,56,81,72,inf,inf,64,inf,87,inf,15,78,65,49,inf,5,inf,49,76,inf,inf,inf,inf,48,56,40,inf,inf,61,inf,28,inf,inf,33,2,66,inf,48,64,48,inf,35,93,inf,inf,32,inf,24,inf,inf,75,93,inf,64,inf,2,90,inf,inf,inf,57,97,61,inf,52,inf,inf,inf,inf,52,6,10,32,91,inf,inf,inf,inf,inf,inf,43,inf,inf,20,87,inf,inf,63,inf,inf,inf,70,inf,35,inf,inf,inf,31,57,100,inf,54,70,85,inf,87,82,inf,43,inf,24,100,inf,89,22,inf,40,inf,inf,31,93,60,inf,inf,inf,inf,inf,inf,28,inf,80,inf,26,21,inf,75,38,40,inf,inf,95,56,96,inf,82,inf,10,29,inf,inf,92,inf,inf,60,inf,inf,17,inf,58,inf,66,inf,82,inf,inf,inf
inf,94,89,inf,inf,68,4,51,65,18,inf,inf,50,71,46,50,inf,40,63,inf,inf,0,inf,10,inf,inf,91,inf,41,inf,inf,inf,inf,24,inf,32,inf,33,inf,34,34,20,90,41,35,74,inf,75,48,inf,72,inf,22,inf,inf,73,inf,9,77,inf,inf,82,97,inf,inf,15,inf,33,inf,91,inf,inf,inf,9,2,inf,34,41,71,2,16,75,inf,55,inf,inf,inf,inf,87,97,74,inf,77,inf,7,55,inf,inf,66,inf,27,79,inf,inf,10,35,3,inf,26,61,inf,inf,30,99,inf,19,62,inf,74,29,78,16,inf,inf,inf,inf,17,40,inf,inf,63,80,40,80,88,43,inf,74,inf,inf,65,inf,48,66,inf,inf,83,73,82,44,inf,inf,65,inf,94,35,67,inf,inf,45,61,inf,inf,66,88,inf,inf,50,inf,2,inf,12,inf,7,inf,54,inf,inf,98,inf,11,inf,inf,inf,29,86,inf,86,55,inf,96,inf,inf,inf,27,inf,inf,42,inf,inf,inf,inf,83,inf,79,inf,inf,72,inf,56,inf,14,inf,inf,inf,30,41,inf,26,53,43,inf,inf,11,inf,inf,inf,inf,inf,inf,inf,82,10,inf,78,96,inf,83,36,inf,inf,inf,inf,inf,89,inf,95,inf,99,71,96,24,inf,inf,inf,inf
